Name,Card Type,Type,Set,Image,Rarity
Cresselia,Pokemon,Psychic,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/2/high.png,Rare Holo
Exeggutor,Pokemon,Grass,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/002/high.png,Uncommon
Eevee on the Ball,Pokemon,,Pokémon Futsal 2020,https://assets.tcgdex.net/en/swsh/fut2020/2/high.png,None
Alakazam,Pokemon,Psychic,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/2/high.png,Rare Holo
Blastoise,Pokemon,Water,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/2/high.png,Rare Holo
Butterfree VMAX,Pokemon,Grass,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/2/high.png,Holo Rare VMAX
Empoleon,Pokemon,Metal,Stormfront,https://assets.tcgdex.net/en/dp/dp7/2/high.png,Rare Holo
Cresselia,Pokemon,Psychic,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/2/high.png,Rare Holo
Gloom,Pokemon,Grass,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/002/high.png,Uncommon
Snivy,Pokemon,Grass,Black & White,https://assets.tcgdex.net/en/bw/bw1/2/high.png,Common
Gloom,Pokemon,Grass,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/2/high.png,Uncommon
Larvesta,Pokemon,Grass,Steam Siege,https://assets.tcgdex.net/en/xy/xy11/14/high.png,Common
Team Magma's Aggron,Pokemon,Fighting,Double Crisis,https://assets.tcgdex.net/en/xy/dc1/14/high.png,Rare
Yanmega,Pokemon,Grass,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/14/high.png,Rare Holo
Ponyta,Pokemon,Fire,Flashfire,https://assets.tcgdex.net/en/xy/xy2/14/high.png,Common
Bronzong,Pokemon,Metal,Arceus,https://assets.tcgdex.net/en/pl/pl4/14/high.png,Rare
Emboar EX,Pokemon,Fire,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/14/high.png,Ultra Rare
Aggron,Pokemon,Metal,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/14/high.png,Rare
Chesnaught,Pokemon,Grass,XY,https://assets.tcgdex.net/en/xy/xy1/14/high.png,Rare
Greninja,Pokemon,Water,Kalos Starter Set,https://assets.tcgdex.net/en/xy/xy0/14/high.png,None
Bastiodon,Pokemon,Metal,Pokémon Rumble,https://assets.tcgdex.net/en/pl/ru1/14/high.png,None
Masquerain,Pokemon,Grass,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/14/high.png,Uncommon
Phantump,Pokemon,Grass,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/14/high.png,Common
Ponyta,Pokemon,Fire,Generations,https://assets.tcgdex.net/en/xy/g1/14/high.png,Common
Kingler,Pokemon,Water,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/14/high.png,Uncommon
Shaymin,Pokemon,Grass,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/014/high.png,Rare
Vulpix,Pokemon,Fire,Evolutions,https://assets.tcgdex.net/en/xy/xy12/14/high.png,Common
Blaziken,Pokemon,Fire,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/14/high.png,Rare
Rillaboom,Pokemon,Grass,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/14/high.png,Holo Rare
Pidgeot,Pokemon,Colorless,Base Set 2,https://assets.tcgdex.net/en/base/base4/14/high.png,Rare
Mewtwo,Pokemon,Psychic,Wizards Black Star Promos,https://assets.tcgdex.net/en/base/basep/14/high.png,Common
Ninjask,Pokemon,Grass,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/14/high.png,Rare
Raichu,Pokemon,Lightning,Fossil,https://assets.tcgdex.net/en/base/base3/14/high.png,Rare
Dark Weezing,Pokemon,Grass,Team Rocket,https://assets.tcgdex.net/en/base/base5/14/high.png,Rare
Victreebel,Pokemon,Grass,Jungle,https://assets.tcgdex.net/en/base/base2/14/high.png,Rare
Steenee,Pokemon,Grass,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/14/high.png,Uncommon
Cosmoem,Pokemon,Psychic,Celebrations,https://assets.tcgdex.net/en/swsh/cel25/14/high.png,Rare
Camerupt,Pokemon,Fire,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/014/high.png,Uncommon
Fomantis,Pokemon,Grass,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/14/high.png,Common
Moltres-EX,Pokemon,Fire,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/14/high.png,Rare
Accelgor,Pokemon,Grass,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/14/high.png,Rare
Litwick,Pokemon,Fire,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/14/high.png,Common
Trevenant VMAX,Pokemon,Grass,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/14/high.png,Holo Rare VMAX
Roserade,Pokemon,Grass,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/14/high.png,Uncommon
Drednaw V,Pokemon,Water,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/14/high.png,Holo Rare V
Torchic,Pokemon,Fire,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/14/high.png,Common
Crustle,Pokemon,Grass,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/14/high.png,Uncommon
Gossifleur,Pokemon,Grass,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/14/high.png,Common
Lilligant,Pokemon,Grass,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/14/high.png,Uncommon
Squirtle,Pokemon,Water,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/14/high.png,Common
Virizion,Pokemon,Grass,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/014/high.png,Rare
Victini,Pokemon,Fire,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/14/high.png,Rare
Sabrina's Gengar,Pokemon,Psychic,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/14/high.png,Rare Holo
Roselia,Pokemon,Grass,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/014/high.png,Common
Rocket's Mewtwo,Pokemon,Psychic,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/14/high.png,Rare Holo
Shaymin,Pokemon,Grass,Platinum,https://assets.tcgdex.net/en/pl/pl1/14/high.png,Rare Holo
Jolteon,Pokemon,Lightning,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/14/high.png,Rare
Moltres,Pokemon,Fire,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/14/high.png,Rare
Lucario,Pokemon,Fighting,Call of Legends,https://assets.tcgdex.net/en/col/col1/14/high.png,Rare Holo
Rayquaza,Pokemon,Colorless,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/14/high.png,Rare Holo
Shiftry,Pokemon,Darkness,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/14/high.png,Rare Holo
Butterfree,Pokemon,Grass,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/14/high.png,Rare
Shaymin VSTAR,Pokemon,Grass,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/014/high.png,Holo Rare VSTAR
Mesprit,Pokemon,Psychic,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/14/high.png,Rare Holo
Lugia,Pokemon,Colorless,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/14/high.png,Rare Holo
Bounsweet,Pokemon,Grass,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/14/high.png,Common
Cherrim,Pokemon,Grass,Stormfront,https://assets.tcgdex.net/en/dp/dp7/14/high.png,Rare
Zapdos,Pokemon,Lightning,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/14/high.png,Rare Holo
Leafeon VSTAR,Pokemon,Grass,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/014/high.png,Holo Rare VSTAR
Sawsbuck,Pokemon,Grass,Black & White,https://assets.tcgdex.net/en/bw/bw1/14/high.png,Rare
Cottonee,Pokemon,Grass,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/14/high.png,Common
Houndoom,Pokemon,Darkness,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/15/high.png,Rare
Ledian,Pokemon,Grass,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/15/high.png,Rare
Kingler,Pokemon,Water,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/15/high.png,Rare
Team Aqua's Mightyena,Pokemon,Darkness,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/15/high.png,Rare
Sudowoodo,Pokemon,Fighting,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/15/high.png,Rare
Cacturne δ,Pokemon,Fighting,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/15/high.png,Rare
Snorlax,Pokemon,Colorless,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/15/high.png,Rare
Dark Dragonite,Pokemon,Darkness,Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/15/high.png,Rare
Absol,Pokemon,Darkness,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/15/high.png,Rare
Arcanine,Pokemon,Fire,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/15/high.png,Rare
Kyogre,Pokemon,Water,Emerald,https://assets.tcgdex.net/en/ex/ex9/15/high.png,Rare
Slaking,Pokemon,Colorless,Deoxys,https://assets.tcgdex.net/en/ex/ex8/15/high.png,Rare
Walrein,Pokemon,Water,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/15/high.png,Rare
Lanturn,Pokemon,Lightning,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/15/high.png,Rare
Blaziken,Pokemon,Fire,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/15/high.png,Rare
Starmie δ,Pokemon,"Water,metal",Delta Species,https://assets.tcgdex.net/en/ex/ex11/15/high.png,Rare
Raichu δ,Pokemon,Metal,Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/15/high.png,Rare
Dewgong δ,Pokemon,Colorless,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/15/high.png,Rare
Flygon,Pokemon,Colorless,Dragon,https://assets.tcgdex.net/en/ex/ex3/15/high.png,Rare
Meowscarada,Pokemon,Grass,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/015/high.png,Rare
Beedrill,Pokemon,Grass,151,https://assets.tcgdex.net/en/sv/sv03.5/015/high.png,Rare
Revavroom ex,Pokemon,Lightning,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/015/high.png,Double rare
Whimsicott,Pokemon,Grass,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/015/high.png,Rare
Decidueye ex,Pokemon,Grass,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/015/high.png,Double rare
Aerodactyl,Pokemon,Fighting,Neo Revelation,https://assets.tcgdex.net/en/neo/neo3/15/high.png,Rare
Armarouge,Pokemon,Fire,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/015/high.png,Rare
Ursaring,Pokemon,Colorless,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/15/high.png,Rare
Wartortle,Pokemon,Water,Southern Islands,https://assets.tcgdex.net/en/neo/si1/15/high.png,Common
Steelix,Pokemon,Metal,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/15/high.png,Rare
Light Togetic,Pokemon,Colorless,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/15/high.png,Rare
Meowscarada ex,Pokemon,Grass,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/015/high.png,Double rare
Fennekin,Pokemon,Fire,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/15/high.png,Common
Toedscool,Pokemon,Grass,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/015/high.png,Common
Surskit,Pokemon,Grass,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/15/high.png,Common
Magikarp,Pokemon,Water,Hidden Fates,https://assets.tcgdex.net/en/sm/sm115/15/high.png,Common
Thwackey,Pokemon,Grass,Twilight Masquerade,https://assets.tcgdex.net/en/sv/sv06/015/high.png,Common
Araquanid,Pokemon,Grass,Burning Shadows,https://assets.tcgdex.net/en/sm/sm3/15/high.png,Rare
Pineco,Pokemon,Grass,Lost Thunder,https://assets.tcgdex.net/en/sm/sm8/15/high.png,Common
Ariados,Pokemon,Grass,HeartGold SoulSilver,https://assets.tcgdex.net/en/hgss/hgss1/15/high.png,Rare
Staryu,Pokemon,Water,Crimson Invasion,https://assets.tcgdex.net/en/sm/sm4/15/high.png,Common
Honchkrow,Pokemon,Darkness,Undaunted,https://assets.tcgdex.net/en/hgss/hgss3/15/high.png,Rare
Fearow,Pokemon,Colorless,Unleashed,https://assets.tcgdex.net/en/hgss/hgss2/15/high.png,Rare
Victreebel,Pokemon,Grass,Unbroken Bonds,https://assets.tcgdex.net/en/sm/sm10/15/high.png,Rare
Snubbull,Pokemon,Fairy,Detective Pikachu,https://assets.tcgdex.net/en/sm/det1/15/high.png,Common
Bronzong,Pokemon,Metal,Triumphant,https://assets.tcgdex.net/en/hgss/hgss4/15/high.png,Rare
Salandit,Pokemon,Fire,Guardians Rising,https://assets.tcgdex.net/en/sm/sm2/15/high.png,Common
Fomantis,Pokemon,Grass,Unified Minds,https://assets.tcgdex.net/en/sm/sm11/15/high.png,Common
Deerling,Pokemon,Grass,Cosmic Eclipse,https://assets.tcgdex.net/en/sm/sm12/15/high.png,Common
Lurantis GX,Pokemon,Grass,Sun & Moon,https://assets.tcgdex.net/en/sm/sm1/15/high.png,Ultra Rare
Venusaur,Pokemon,Grass,Base Set,https://assets.tcgdex.net/en/base/base1/15/high.png,Rare
Vulpix,Pokemon,Fire,Team Up,https://assets.tcgdex.net/en/sm/sm9/15/high.png,Common
Ralts,Pokemon,Psychic,POP Series 7,https://assets.tcgdex.net/en/pop/pop7/15/high.png,Common
Pikachu,Pokemon,Lightning,POP Series 9,https://assets.tcgdex.net/en/pop/pop9/15/high.png,Common
Treecko δ,Pokemon,Psychic,POP Series 4,https://assets.tcgdex.net/en/pop/pop4/15/high.png,Common
Latios,Pokemon,Colorless,Nintendo Black Star Promos,https://assets.tcgdex.net/en/pop/np/15/high.png,Common
Shaymin,Pokemon,Grass,Ultra Prism,https://assets.tcgdex.net/en/sm/sm5/15/high.png,Rare
Piplup,Pokemon,Water,POP Series 8,https://assets.tcgdex.net/en/pop/pop8/15/high.png,Common
Piplup,Pokemon,Water,POP Series 6,https://assets.tcgdex.net/en/pop/pop6/15/high.png,Common
Talonflame,Pokemon,Fire,Roaring Skies,https://assets.tcgdex.net/en/xy/xy6/15/high.png,Rare
Marshtomp,Pokemon,Fighting,POP Series 3,https://assets.tcgdex.net/en/pop/pop3/15/high.png,Common
Zangoose δ,Pokemon,Metal,POP Series 5,https://assets.tcgdex.net/en/pop/pop5/15/high.png,Common
Swellow,Pokemon,Colorless,POP Series 1,https://assets.tcgdex.net/en/pop/pop1/15/high.png,Common
Entei,Pokemon,Fire,Ancient Origins,https://assets.tcgdex.net/en/xy/xy7/15/high.png,Rare
Phanpy,Pokemon,Fighting,POP Series 2,https://assets.tcgdex.net/en/pop/pop2/15/high.png,Common
Seel,Pokemon,Water,Fates Collide,https://assets.tcgdex.net/en/xy/xy10/15/high.png,Common
Vivillon,Pokemon,Grass,BREAKthrough,https://assets.tcgdex.net/en/xy/xy8/15/high.png,Rare
Volcarona,Pokemon,"Fire,grass",Steam Siege,https://assets.tcgdex.net/en/xy/xy11/15/high.png,Rare
Team Magma's Groudon EX,Pokemon,Fighting,Double Crisis,https://assets.tcgdex.net/en/xy/dc1/15/high.png,Ultra Rare
Arcanine G,Pokemon,Fire,Supreme Victors,https://assets.tcgdex.net/en/pl/pl3/15/high.png,Rare
Rapidash,Pokemon,Fire,Flashfire,https://assets.tcgdex.net/en/xy/xy2/15/high.png,Uncommon
Cherrim,Pokemon,Grass,Arceus,https://assets.tcgdex.net/en/pl/pl4/15/high.png,Rare
Heatmor,Pokemon,Fire,BREAKpoint,https://assets.tcgdex.net/en/xy/xy9/15/high.png,Uncommon
Beedrill,Pokemon,Grass,Rising Rivals,https://assets.tcgdex.net/en/pl/pl2/15/high.png,Rare
Scatterbug,Pokemon,Grass,XY,https://assets.tcgdex.net/en/xy/xy1/15/high.png,Common
Clauncher,Pokemon,Water,Kalos Starter Set,https://assets.tcgdex.net/en/xy/xy0/15/high.png,None
Rattata,Pokemon,Colorless,Pokémon Rumble,https://assets.tcgdex.net/en/pl/ru1/15/high.png,None
Shroomish,Pokemon,Grass,Primal Clash,https://assets.tcgdex.net/en/xy/xy5/15/high.png,Common
Trevenant,Pokemon,Grass,Rebel Clash,https://assets.tcgdex.net/en/swsh/swsh2/15/high.png,Rare
Rapidash,Pokemon,Fire,Generations,https://assets.tcgdex.net/en/xy/g1/15/high.png,Rare
Totodile,Pokemon,Water,Phantom Forces,https://assets.tcgdex.net/en/xy/xy4/15/high.png,Common
Petilil,Pokemon,Grass,Astral Radiance,https://assets.tcgdex.net/en/swsh/swsh10/015/high.png,Common
Ninetales,Pokemon,Fire,Evolutions,https://assets.tcgdex.net/en/xy/xy12/15/high.png,Rare
Poliwag,Pokemon,Water,Furious Fists,https://assets.tcgdex.net/en/xy/xy3/15/high.png,Common
Rillaboom,Pokemon,Grass,Sword & Shield,https://assets.tcgdex.net/en/swsh/swsh1/15/high.png,Rare
Poliwrath,Pokemon,Water,Base Set 2,https://assets.tcgdex.net/en/base/base4/15/high.png,Rare
Cool Porygon,Pokemon,Colorless,Wizards Black Star Promos,https://assets.tcgdex.net/en/base/basep/15/high.png,Common
Shaymin,Pokemon,Grass,Vivid Voltage,https://assets.tcgdex.net/en/swsh/swsh4/15/high.png,Holo Rare
Zapdos,Pokemon,Lightning,Fossil,https://assets.tcgdex.net/en/base/base3/15/high.png,Rare
Here Comes Team Rocket!,Trainer,,Team Rocket,https://assets.tcgdex.net/en/base/base5/15/high.png,Rare
Vileplume,Pokemon,Grass,Jungle,https://assets.tcgdex.net/en/base/base2/15/high.png,Rare
Tsareena,Pokemon,Grass,Chilling Reign,https://assets.tcgdex.net/en/swsh/swsh6/15/high.png,Rare
Lunala,Pokemon,Psychic,Celebrations,https://assets.tcgdex.net/en/swsh/cel25/15/high.png,Holo Rare
Squirtle,Pokemon,Water,Pokémon GO,https://assets.tcgdex.net/en/swsh/swsh10.5/015/high.png,Common
Lurantis,Pokemon,Grass,Battle Styles,https://assets.tcgdex.net/en/swsh/swsh5/15/high.png,Rare
Chimchar,Pokemon,Fire,Plasma Storm,https://assets.tcgdex.net/en/bw/bw8/15/high.png,Common
Virizion,Pokemon,Grass,Fusion Strike,https://assets.tcgdex.net/en/swsh/swsh8/15/high.png,Rare
Lampent,Pokemon,Fire,Plasma Freeze,https://assets.tcgdex.net/en/bw/bw9/15/high.png,Uncommon
Gossifleur,Pokemon,Grass,Evolving Skies,https://assets.tcgdex.net/en/swsh/swsh7/15/high.png,Common
Roserade,Pokemon,Grass,Dragons Exalted,https://assets.tcgdex.net/en/bw/bw6/15/high.png,Rare
Drednaw VMAX,Pokemon,Water,Champion's Path,https://assets.tcgdex.net/en/swsh/swsh3.5/15/high.png,Holo Rare VMAX
Torchic,Pokemon,Fire,Dark Explorers,https://assets.tcgdex.net/en/bw/bw5/15/high.png,Common
Virizion,Pokemon,Grass,Legendary Treasures,https://assets.tcgdex.net/en/bw/bw11/15/high.png,Rare
Eldegoss,Pokemon,Grass,Shining Fates,https://assets.tcgdex.net/en/swsh/swsh4.5/15/high.png,Uncommon
Deerling,Pokemon,Grass,Emerging Powers,https://assets.tcgdex.net/en/bw/bw2/15/high.png,Common
Wartortle,Pokemon,Water,Plasma Blast,https://assets.tcgdex.net/en/bw/bw10/15/high.png,Uncommon
Chesnaught V,Pokemon,Grass,Silver Tempest,https://assets.tcgdex.net/en/swsh/swsh12/015/high.png,Holo Rare V
Victini,Pokemon,Fire,Noble Victories,https://assets.tcgdex.net/en/bw/bw3/15/high.png,Rare
Brock,Trainer,,Gym Heroes,https://assets.tcgdex.net/en/gym/gym1/15/high.png,Rare Holo
Roserade,Pokemon,Grass,Lost Origin,https://assets.tcgdex.net/en/swsh/swsh11/015/high.png,Uncommon
Rocket's Zapdos,Pokemon,Lightning,Gym Challenge,https://assets.tcgdex.net/en/gym/gym2/15/high.png,Rare Holo
Shaymin,Pokemon,Grass,Platinum,https://assets.tcgdex.net/en/pl/pl1/15/high.png,Rare Holo
Machamp,Pokemon,Fighting,Legendary Collection,https://assets.tcgdex.net/en/lc/lc/15/high.png,Rare
Pansear,Pokemon,Fire,Next Destinies,https://assets.tcgdex.net/en/bw/bw4/15/high.png,Common
Lugia,Pokemon,Water,Call of Legends,https://assets.tcgdex.net/en/col/col1/15/high.png,Rare Holo
Regigigas,Pokemon,Colorless,Legends Awakened,https://assets.tcgdex.net/en/dp/dp6/15/high.png,Rare Holo
Skuntank,Pokemon,Darkness,Diamond & Pearl,https://assets.tcgdex.net/en/dp/dp1/15/high.png,Rare Holo
Claydol,Pokemon,Fighting,Great Encounters,https://assets.tcgdex.net/en/dp/dp4/15/high.png,Rare
Karrablast,Pokemon,Grass,Brilliant Stars,https://assets.tcgdex.net/en/swsh/swsh9/015/high.png,Common
Raichu,Pokemon,Lightning,Mysterious Treasures,https://assets.tcgdex.net/en/dp/dp2/15/high.png,Rare Holo
Mew,Pokemon,Psychic,Secret Wonders,https://assets.tcgdex.net/en/dp/dp3/15/high.png,Rare Holo
Steenee,Pokemon,Grass,Darkness Ablaze,https://assets.tcgdex.net/en/swsh/swsh3/15/high.png,Uncommon
Drapion,Pokemon,Darkness,Stormfront,https://assets.tcgdex.net/en/dp/dp7/15/high.png,Rare
Aerodactyl,Pokemon,Colorless,Majestic Dawn,https://assets.tcgdex.net/en/dp/dp5/15/high.png,Rare
Grubbin,Pokemon,Grass,Crown Zenith,https://assets.tcgdex.net/en/swsh/swsh12.5/015/high.png,Common
Tepig,Pokemon,Fire,Black & White,https://assets.tcgdex.net/en/bw/bw1/15/high.png,Common
Whimsicott,Pokemon,Grass,Boundaries Crossed,https://assets.tcgdex.net/en/bw/bw7/15/high.png,Rare
Hypno,Pokemon,Psychic,Aquapolis,https://assets.tcgdex.net/en/ecard/ecard2/16/high.png,Rare
Machamp,Pokemon,Fighting,Skyridge,https://assets.tcgdex.net/en/ecard/ecard3/16/high.png,Rare
Machamp,Pokemon,Fighting,Expedition Base Set,https://assets.tcgdex.net/en/ecard/ecard1/16/high.png,Rare
Team Aqua's Sealeo,Pokemon,Water,Team Magma vs Team Aqua,https://assets.tcgdex.net/en/ex/ex4/16/high.png,Rare
Sunflora,Pokemon,Grass,Unseen Forces,https://assets.tcgdex.net/en/ex/ex10/16/high.png,Rare
Combusken,Pokemon,Fighting,Crystal Guardians,https://assets.tcgdex.net/en/ex/ex14/16/high.png,Rare
Tauros,Pokemon,Colorless,FireRed & LeafGreen,https://assets.tcgdex.net/en/ex/ex6/16/high.png,Rare
Dark Muk,Pokemon,"Grass,darkness",Team Rocket Returns,https://assets.tcgdex.net/en/ex/ex7/16/high.png,Rare
Girafarig,Pokemon,Psychic,Legend Maker,https://assets.tcgdex.net/en/ex/ex12/16/high.png,Rare
Espeon,Pokemon,Psychic,Sandstorm,https://assets.tcgdex.net/en/ex/ex2/16/high.png,Rare
Manectric,Pokemon,Lightning,Emerald,https://assets.tcgdex.net/en/ex/ex9/16/high.png,Rare
Deoxys,Pokemon,Psychic,Deoxys,https://assets.tcgdex.net/en/ex/ex8/16/high.png,Rare
Bellossom,Pokemon,Grass,Hidden Legends,https://assets.tcgdex.net/en/ex/ex5/16/high.png,Rare
Magneton,Pokemon,Lightning,Power Keepers,https://assets.tcgdex.net/en/ex/ex16/16/high.png,Rare
Breloom,Pokemon,Grass,Ruby & Sapphire,https://assets.tcgdex.net/en/ex/ex1/16/high.png,Rare
Tyranitar δ,Pokemon,"Fire,metal",Delta Species,https://assets.tcgdex.net/en/ex/ex11/16/high.png,Rare
Rayquaza δ,Pokemon,"Water,metal",Holon Phantoms,https://assets.tcgdex.net/en/ex/ex13/16/high.png,Rare
Gligar δ,Pokemon,Lightning,Dragon Frontiers,https://assets.tcgdex.net/en/ex/ex15/16/high.png,Rare
Girafarig,Pokemon,Psychic,Dragon,https://assets.tcgdex.net/en/ex/ex3/16/high.png,Rare
Tarountula,Pokemon,Grass,Scarlet & Violet,https://assets.tcgdex.net/en/sv/sv01/016/high.png,Common
Pidgey,Pokemon,Colorless,151,https://assets.tcgdex.net/en/sv/sv03.5/016/high.png,Common
Drowzee,Pokemon,Psychic,Shrouded Fable,https://assets.tcgdex.net/en/sv/sv06.5/016/high.png,Common
Deerling,Pokemon,Grass,Temporal Forces,https://assets.tcgdex.net/en/sv/sv05/016/high.png,Common
Bounsweet,Pokemon,Grass,Obsidian Flames,https://assets.tcgdex.net/en/sv/sv03/016/high.png,Common
Celebi,Pokemon,Grass,Neo Revelation,https://assets.tcgdex.net/en/neo/neo3/16/high.png,Rare
Lapras,Pokemon,Water,Paldean Fates,https://assets.tcgdex.net/en/sv/sv04.5/016/high.png,Common
Wobbuffet,Pokemon,Psychic,Neo Discovery,https://assets.tcgdex.net/en/neo/neo2/16/high.png,Rare
Lickitung,Pokemon,Colorless,Southern Islands,https://assets.tcgdex.net/en/neo/si1/16/high.png,Common
Togetic,Pokemon,Colorless,Neo Genesis,https://assets.tcgdex.net/en/neo/neo1/16/high.png,Rare
Miracle Energy,Energy,,Neo Destiny,https://assets.tcgdex.net/en/neo/neo4/16/high.png,Rare
Tarountula,Pokemon,Grass,Paldea Evolved,https://assets.tcgdex.net/en/sv/sv02/016/high.png,Common
Braixen,Pokemon,Fire,Forbidden Light,https://assets.tcgdex.net/en/sm/sm6/16/high.png,Uncommon
Toedscool,Pokemon,Grass,Paradox Rift,https://assets.tcgdex.net/en/sv/sv04/016/high.png,Common
Masquerain,Pokemon,Grass,Celestial Storm,https://assets.tcgdex.net/en/sm/sm7/16/high.png,Uncommon
